in_use,link,link_text,paragraph_text
0,https://www.streetcheck.co.uk/postcode/e170fg,"London, E17 0FG","London, E17 0FG (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170fh,"London, E17 0FH","London, E17 0FH (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170fj,"London, E17 0FJ","London, E17 0FJ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170fl,"London, E17 0FL","London, E17 0FL (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170fn,"London, E17 0FN","London, E17 0FN (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170fp,"London, E17 0FP","London, E17 0FP (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170fq,"London, E17 0FQ","London, E17 0FQ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170fr,"London, E17 0FR","London, E17 0FR (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170fs,"London, E17 0FS","London, E17 0FS (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ft,"London, E17 0FT","London, E17 0FT (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170fu,"London, E17 0FU","London, E17 0FU (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170fw,"London, E17 0FW","London, E17 0FW (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170fx,"London, E17 0FX","London, E17 0FX (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170fy,"London, E17 0FY","London, E17 0FY (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170fz,"London, E17 0FZ","London, E17 0FZ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ga,"London, E17 0GA","London, E17 0GA (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170gb,"London, E17 0GB","London, E17 0GB (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170gd,"London, E17 0GD","London, E17 0GD (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ge,"London, E17 0GE","London, E17 0GE (No Longer In Use)"
1,https://www.streetcheck.co.uk/postcode/e170gf,"Waltham Forest, London, E17 0GF","Waltham Forest, London, E17 0GF"
0,https://www.streetcheck.co.uk/postcode/e170gg,"London, E17 0GG","London, E17 0GG (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170gh,"London, E17 0GH","London, E17 0GH (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170gj,"London, E17 0GJ","London, E17 0GJ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170gl,"London, E17 0GL","London, E17 0GL (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170gn,"London, E17 0GN","London, E17 0GN (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170gq,"London, E17 0GQ","London, E17 0GQ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170gr,"London, E17 0GR","London, E17 0GR (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170gs,"London, E17 0GS","London, E17 0GS (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170gt,"London, E17 0GT","London, E17 0GT (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170gu,"London, E17 0GU","London, E17 0GU (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170gw,"London, E17 0GW","London, E17 0GW (No Longer In Use)"
1,https://www.streetcheck.co.uk/postcode/e170gx,"Waltham Forest, London, E17 0GX","Waltham Forest, London, E17 0GX"
0,https://www.streetcheck.co.uk/postcode/e170gy,"London, E17 0GY","London, E17 0GY (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170gz,"London, E17 0GZ","London, E17 0GZ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ha,"London, E17 0HA","London, E17 0HA (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hb,"London, E17 0HB","London, E17 0HB (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hd,"London, E17 0HD","London, E17 0HD (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170he,"London, E17 0HE","London, E17 0HE (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hf,"London, E17 0HF","London, E17 0HF (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hg,"London, E17 0HG","London, E17 0HG (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hh,"London, E17 0HH","London, E17 0HH (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hj,"London, E17 0HJ","London, E17 0HJ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hl,"London, E17 0HL","London, E17 0HL (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hn,"London, E17 0HN","London, E17 0HN (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hp,"London, E17 0HP","London, E17 0HP (No Longer In Use)"
1,https://www.streetcheck.co.uk/postcode/e170hq,"Waltham Forest, London, E17 0HQ","Waltham Forest, London, E17 0HQ"
0,https://www.streetcheck.co.uk/postcode/e170hr,"London, E17 0HR","London, E17 0HR (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hs,"London, E17 0HS","London, E17 0HS (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ht,"London, E17 0HT","London, E17 0HT (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hu,"London, E17 0HU","London, E17 0HU (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hw,"London, E17 0HW","London, E17 0HW (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hx,"London, E17 0HX","London, E17 0HX (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hy,"London, E17 0HY","London, E17 0HY (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170hz,"London, E17 0HZ","London, E17 0HZ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ja,"London, E17 0JA","London, E17 0JA (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jb,"London, E17 0JB","London, E17 0JB (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jd,"London, E17 0JD","London, E17 0JD (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jf,"London, E17 0JF","London, E17 0JF (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jg,"London, E17 0JG","London, E17 0JG (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jh,"London, E17 0JH","London, E17 0JH (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jj,"London, E17 0JJ","London, E17 0JJ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jl,"London, E17 0JL","London, E17 0JL (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jn,"London, E17 0JN","London, E17 0JN (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jp,"London, E17 0JP","London, E17 0JP (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jq,"London, E17 0JQ","London, E17 0JQ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jr,"London, E17 0JR","London, E17 0JR (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170js,"London, E17 0JS","London, E17 0JS (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jt,"London, E17 0JT","London, E17 0JT (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ju,"London, E17 0JU","London, E17 0JU (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jw,"London, E17 0JW","London, E17 0JW (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jx,"London, E17 0JX","London, E17 0JX (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jy,"London, E17 0JY","London, E17 0JY (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170jz,"London, E17 0JZ","London, E17 0JZ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170la,"London, E17 0LA","London, E17 0LA (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170lb,"London, E17 0LB","London, E17 0LB (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ld,"London, E17 0LD","London, E17 0LD (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170le,"London, E17 0LE","London, E17 0LE (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170lf,"London, E17 0LF","London, E17 0LF (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170lg,"London, E17 0LG","London, E17 0LG (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170lh,"London, E17 0LH","London, E17 0LH (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170lj,"London, E17 0LJ","London, E17 0LJ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ll,"London, E17 0LL","London, E17 0LL (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ln,"London, E17 0LN","London, E17 0LN (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170lp,"London, E17 0LP","London, E17 0LP (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170lq,"London, E17 0LQ","London, E17 0LQ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170lr,"London, E17 0LR","London, E17 0LR (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ls,"London, E17 0LS","London, E17 0LS (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170lt,"London, E17 0LT","London, E17 0LT (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170lu,"London, E17 0LU","London, E17 0LU (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170lw,"London, E17 0LW","London, E17 0LW (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170lx,"London, E17 0LX","London, E17 0LX (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ly,"London, E17 0LY","London, E17 0LY (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170lz,"London, E17 0LZ","London, E17 0LZ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170na,"London, E17 0NA","London, E17 0NA (No Longer In Use)"
1,https://www.streetcheck.co.uk/postcode/e170nb,"Waltham Forest, London, E17 0NB","Waltham Forest, London, E17 0NB"
0,https://www.streetcheck.co.uk/postcode/e170nd,"London, E17 0ND","London, E17 0ND (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ne,"London, E17 0NE","London, E17 0NE (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170nf,"London, E17 0NF","London, E17 0NF (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ng,"London, E17 0NG","London, E17 0NG (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170nh,"London, E17 0NH","London, E17 0NH (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170nj,"London, E17 0NJ","London, E17 0NJ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170nl,"London, E17 0NL","London, E17 0NL (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170nn,"London, E17 0NN","London, E17 0NN (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170np,"London, E17 0NP","London, E17 0NP (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170nq,"London, E17 0NQ","London, E17 0NQ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170nr,"London, E17 0NR","London, E17 0NR (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ns,"London, E17 0NS","London, E17 0NS (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170nt,"London, E17 0NT","London, E17 0NT (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170nu,"London, E17 0NU","London, E17 0NU (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170nw,"London, E17 0NW","London, E17 0NW (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170nx,"London, E17 0NX","London, E17 0NX (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ny,"London, E17 0NY","London, E17 0NY (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170nz,"London, E17 0NZ","London, E17 0NZ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pa,"London, E17 0PA","London, E17 0PA (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pb,"London, E17 0PB","London, E17 0PB (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pd,"London, E17 0PD","London, E17 0PD (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pe,"London, E17 0PE","London, E17 0PE (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pf,"London, E17 0PF","London, E17 0PF (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pg,"London, E17 0PG","London, E17 0PG (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ph,"London, E17 0PH","London, E17 0PH (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pj,"London, E17 0PJ","London, E17 0PJ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pl,"London, E17 0PL","London, E17 0PL (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pn,"London, E17 0PN","London, E17 0PN (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pp,"London, E17 0PP","London, E17 0PP (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pq,"London, E17 0PQ","London, E17 0PQ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pr,"London, E17 0PR","London, E17 0PR (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ps,"London, E17 0PS","London, E17 0PS (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pt,"London, E17 0PT","London, E17 0PT (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pu,"London, E17 0PU","London, E17 0PU (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170pw,"London, E17 0PW","London, E17 0PW (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170px,"London, E17 0PX","London, E17 0PX (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170py,"London, E17 0PY","London, E17 0PY (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qa,"London, E17 0QA","London, E17 0QA (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qb,"London, E17 0QB","London, E17 0QB (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qd,"London, E17 0QD","London, E17 0QD (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qe,"London, E17 0QE","London, E17 0QE (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qf,"London, E17 0QF","London, E17 0QF (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qg,"London, E17 0QG","London, E17 0QG (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qh,"London, E17 0QH","London, E17 0QH (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qj,"London, E17 0QJ","London, E17 0QJ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ql,"London, E17 0QL","London, E17 0QL (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qn,"London, E17 0QN","London, E17 0QN (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qp,"London, E17 0QP","London, E17 0QP (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qq,"London, E17 0QQ","London, E17 0QQ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qr,"London, E17 0QR","London, E17 0QR (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qs,"London, E17 0QS","London, E17 0QS (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qt,"London, E17 0QT","London, E17 0QT (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qu,"London, E17 0QU","London, E17 0QU (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qw,"London, E17 0QW","London, E17 0QW (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qx,"London, E17 0QX","London, E17 0QX (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qy,"London, E17 0QY","London, E17 0QY (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170qz,"London, E17 0QZ","London, E17 0QZ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ra,"London, E17 0RA","London, E17 0RA (No Longer In Use)"
1,https://www.streetcheck.co.uk/postcode/e170rb,"Waltham Forest, London, E17 0RB","Waltham Forest, London, E17 0RB"
1,https://www.streetcheck.co.uk/postcode/e170rd,"Waltham Forest, London, E17 0RD","Waltham Forest, London, E17 0RD"
0,https://www.streetcheck.co.uk/postcode/e170re,"London, E17 0RE","London, E17 0RE (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170rf,"London, E17 0RF","London, E17 0RF (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170rg,"London, E17 0RG","London, E17 0RG (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170rh,E17 0RH,E17 0RH (No Longer In Use)
0,https://www.streetcheck.co.uk/postcode/e170rj,"London, E17 0RJ","London, E17 0RJ (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170rl,"London, E17 0RL","London, E17 0RL (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170rn,E17 0RN,E17 0RN (No Longer In Use)
0,https://www.streetcheck.co.uk/postcode/e170rp,E17 0RP,E17 0RP (No Longer In Use)
1,https://www.streetcheck.co.uk/postcode/e170rq,"Waltham Forest, London, E17 0RQ","Waltham Forest, London, E17 0RQ"
0,https://www.streetcheck.co.uk/postcode/e170rr,"London, E17 0RR","London, E17 0RR (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170rs,E17 0RS,E17 0RS (No Longer In Use)
0,https://www.streetcheck.co.uk/postcode/e170rt,"London, E17 0RT","London, E17 0RT (No Longer In Use)"
0,https://www.streetcheck.co.uk/postcode/e170ru,"London, E17 0RU","London, E17 0RU (No Longer In Use)"
